"[Antonella Chirichiello, Claudio Porretti, Antonio Berardi]",Cyber Threat Intelligence for Supporting the ATM Security Management.
"[Armend Duzha, Panagiotis Gouvas, Monica Canepa]",MITIGATE - An Innovative Cyber-Security Maritime Supply Chain Risk Management System.
"[Pietro Ferrara, Elisa Burato, Fausto Spoto]",Security Analysis of the OWASP Benchmark with Julia.
"[Saurabh Gupta, Al Crouch, Jennifer Dworak, Daniel Engels]",Increasing IJTAG bandwidth and managing security through parallel locking-SIBs.
"[Adib Nahiyan, Mehdi Sadi, Rahul Vittal, Gustavo K. Contreras, Domenic Forte, Mark Tehranipoor]",Hardware trojan detection through information flow security verification.
"[V. Prasanth, David Foley, Srivaths Ravi 0001]",Demystifying automotive safety and security for semiconductor developer.
"[Nasser S. Abouzakhar, Andrew Jones, Olga Angelopoulou]",Internet of Things Security - A Review of Risks and Threats to Healthcare Sector.
"[Belema Agborubere, Erika Sanchez-Velazquez]",OpenFlow Communications and TLS Security in Software-Defined Networks.
"[Asmaa Elsaeidy, Ibrahim Elgendi, Kumudu S. Munasinghe, Dharmendra Sharma, Abbas Jamalipour]",A smart city cyber security platform for narrowband networks.
"[Kaixing Huang, Chunjie Zhou, Yu-Chu Tian, Weixun Tu, Yuan Peng]",Application of Bayesian network to data-driven cyber-security risk assessment in SCADA networks.
"[Paula Raymond Lutui, Osai Tete&apos;imoana, George Maeakafa]",An analysis of personal wireless network security in Tonga - A study of Nuku&apos;alofa.
"[Bar Haim, Eitan Menahem, Yaron Wolfsthal, Christopher Meenan]",Visualizing Insider Threats - An Effective Interface for Security Analytics.
"[Christophe Kiennert, Pierre-Olivier Rocher, Malinka Ivanova, Anna Rozeva, Mariana Durcheva, Joaquín García-Alfaro]",Security Challenges in e-Assessment and Technical Solutions.
"[Debapriya Basu Roy, Shivam Bhasin, Ivica Nikolic, Debdeep Mukhopadhyay]",Opening pandora&apos;s box - Implication of RLUT on secure FPGA applications and IP security.
"[Steve Trimberger, Steve McNeil]",Security of FPGAs in data centers.
Eli Weintraub,Estimating Target Distribution in security assessment models.
"[Pavel Blazek, Kamil Kuca, Jiri Krenek, Ondrej Krejcar]",Increasing of Data Security and Workflow Optimization in Information and Management System for Laboratory.
"[Puspita Kencana Sari, Adhi Prasetio]",Knowledge sharing and electronic word of mouth to promote information security awareness in social network site.
Hironori Washizaki,"Security patterns - Research direction, metamodel, application and verification."
"[Saeed Sheikhzadeh, Mohammad R. Javan, Nader Mokari]",Radio resource allocation for physical-layer security in OFDMA based HetNets with unknown mode of adversary.
"[Imen Aouini, Lamia Ben Azzouz, Mohammed Jebali, Leïla Azouz Saïdane]",Improvements to the Smart Energy Profile security.
"[Ghada Glissa, Aref Meddeb]",IEEE 802.15.4 security sublayer for OMNET++.
"[Zhiyuan Hu, Yueming Yin]",A framework for security on demand.
"[Ananth A. Jillepalli, Frederick T. Sheldon, Daniel Conte de Leon, Michael A. Haney, Robert K. Abercrombie]",Security management of cyber physical control systems using NIST SP 800-82r2.
"[Mohamed F. Marzban, Mohamed Kashef, Mohamed Abdallah, Mohamed M. Khairy]",Beamforming and power allocation for physical-layer security in hybrid RF/VLC wireless networks.
"[Ihsen Nakouri, Mohamed Hamdi, Tai-Hoon Kim]",A new biometric-based security framework for cloud storage.
"[Heena Rathore, Amr Mohamed, Abdulla K. Al-Ali, Xiaojiang Du, Mohsen Guizani]","A review of security challenges, attacks and resolutions for wireless medical devices."
T. H. Szymanski,Strengthening security and privacy in an ultra-dense green 5G Radio Access Network for the industrial and tactile Internet of Things.
"[Andrei Kelarev, Jennifer Seberry, Leanne Rylands, Xun Yi]",Combinatorial Algorithms and Methods for Security of Statistical Databases Related to the Work of Mirka Miller.
"[Tatsuya Chuman, Hitoshi Kiya]",On the security of block scrambling-based image encryption including JPEG distorsion against jigsaw puzzle solver attacks.
Atsushi Fujioka,Adaptive Security in Identity-Based Authenticated Key Agreement with Multiple Private Key Generators.
"[Rui Xu, Kirill Morozov, Anirban Basu, Mohammad Shahriar Rahman, Shinsaku Kiyomoto]",Security Analysis of a Verifiable Server-Aided Approximate Similarity Computation.
"[Erdir Ungan, Sylvie Trudel, Luc Poulin]",Using FSM patterns to size security non-functional requirements with COSMIC.
"[Archimedes A. Detoni, Gabriel M. Miranda, Laylla D. C. Renault, João Paulo A. Almeida, Ricardo de Almeida Falbo, Giancarlo Guizzardi, Fernanda Araujo Baião, Renata S. S. Guizzardi]",Where Enterprise Architecture and Early Ontology Engineering Meet - A Case Study in the Public Security Domain.
"[Youn Kyu Lee, Peera Yoodee, Arman Shahbazian, Daye Nam, Nenad Medvidovic]",SEALANT - a detection and visualization tool for inter-app security vulnerabilities in Android.
"[Saad Khan, Simon Parkinson]",Causal Connections Mining Within Security Event Logs.
"[Henryk Piech, Grzegorz Grodzki]",Audit expert system of communication security assessment.
"[Syrine Sahmim, Hamza Gharsellaoui]","Privacy and Security in Internet-based Computing - Cloud Computing, Internet of Things, Cloud of Things - a review."
"[M. Thangaraj, S. Balamurugan]",Survey on Big Data Security Framework.
"[Faisal Alsubaei, Abdullah Abuhussein, Sajjan G. Shiva]",Security and Privacy in the Internet of Medical Things - Taxonomy and Risk Assessment.
"[Leonard Bradatsch, Thomas Lukaseder, Frank Kargl]",A Testing Framework for High-Speed Network and Security Devices.
"[Junaid Ahsenali Chaudhry, Kashif Saleem, Rafiqul Islam, Ali Selamat, Mudassar Ahmad, Craig Valli]",AZSPM - Autonomic Zero-Knowledge Security Provisioning Model for Medical Control Systems in Fog Computing Environments.
"[Xiaoli Wang, Kale Rahul Vishwanath, Bharadwaj Veeravalli]",Simultaneous Optimization of User-Centric Security-Conscious Data Storage on Cloud Platforms.
"[Rohit Chadha, A. Prasad Sistla, Mahesh Viswanathan 0001]",Verification of randomized security protocols.
"[Mohammed K. Al-Saadi, Patrick C. K. Luk]",Security-Constrained Two-Stage Stochastic Unified Active and Reactive Power Management System of the Microgrids.
"[Hui Ge, Dong Yue, Xiangpeng Xie, Song Deng, Songlin Hu]",Analysis of Cyber Physical Systems Security Issue via Uncertainty Approaches.
"[Yubin Shen, Minrui Fei, Dajun Du, Wenjun Zhang, Srdjan Stankovic, Aleksandar Rakic]",Cyber Security Against Denial of Service of Attacks on Load Frequency Control of Multi-area Power Systems.
"[Hao Zhang, Chen Peng 0001, Hongtao Sun]",State Estimation-Based Security Control for Networked Systems Under Hybrid Attacks.
"[Johannes Blömer, Gennadij Liske]",Subtleties in Security Definitions for Predicate Encryption with Public Index.
"[Venkata S. Koganti, Mohammad Ashrafuzzaman, Ananth A. Jillepalli, Frederick T. Sheldon]",A virtual testbed for security management of industrial control systems.
"[Christian Reuter 0001, Marc-André Kaufhold, Jonas Klös]","Benutzbare Sicherheit - Usability, Safety und Security bei Passwörtern."
"[Nina Gerber, Verena Zimmermann]",Security vs. privacy? User preferences regarding text passwords and biometric authentication.
"[Katharina Joos, Tobias Straub]",Integration von UX in den Security Engineering-Prozess.
"[Lena Reinfelder, Zinaida Benenson]",Exploring Security Processes in Organizations - the Case of Smartphones.
"[Hartmut Schmitt, Edna Kropp]",Benutzerfreundliche IT-Sicherheit - Prozessintegration und Werkzeuge (UPA-Arbeitskreis Usable Security &amp; Privacy).
"[Amir Eaman, Bahman Sistany, Amy P. Felty]",Review of Existing Analysis Tools for SELinux Security Policies - Challenges and a Proposed Solution.
"[Liviu Pene, Lamia Hamza, Kamel Adi]",Compliance Verification Algorithm for Computer Systems Security Policies.
"[Sara Rhazlane, Nouria Harbi, Nadia Kabachi, Hassan Badir]",Alteration Agent for Cloud Data Security.
"[Dominik Schürmann, Georg von Zengen, Marvin Priedigkeit, Lars C. Wolf]",μDTNSec - a security layer for disruption-tolerant networks on microcontrollers.
"[David Vidal, Santiago Iriso, Rafael Mulero]",CLARUS as a Cloud Security Framework - e-Health Use Case.
"[Elizabeth I. Leonard, Myla M. Archer, Constance L. Heitmeyer]",Property templates for checking source code security.
"[Young-Mok Ha, Soohee Jang, Kwang-Won Kim, Ji Won Yoon]",Side channel attack on digital door lock with vibration signal analysis - Longer password does not guarantee higher security level.
"[Hari Cherupalli, Henry Duwe, Weidong Ye, Rakesh Kumar 0002, John Sartori]",Software-based gate-level information flow security for IoT systems.
"[Laila M. Almutairi, Sachin Shetty]",Generalized stochastic Petri Net model based security risk assessment of software defined networks.
"[James Chacko, Marko Jacovic, Cem Sahin, Nagarajan Kandasamy, Kapil R. Dandekar]",Independent source architecture for developing FPGA-based physical layer security techniques.
"[Andrew Kolodgie, Paul Berges, Ryan Burrow, Mark Carman, Josh Collins, Sam Bair, Geffrey D. Moy, Joseph M. Ernst, Alan J. Michaels]",Enhanced TPMS security through acceleration timed transmissions.
"[Danda B. Rawat, Olumide Malomo, Chandra Bajracharya, Min Song 0002]",Evaluating physical-layer security for secondary users in cognitive radio systems with attackers.
"[Juan Zhao, Sachin Shetty, Jan Wei Pan]",Feature-based transfer learning for network security.
"[Darko Androcec, Boris Tomas, Tonimir Kisasondi]",Interoperability and lightweight security for simple IoT devices.
"[I. Duic, V. Cvrtila, T. Ivanjko]",International cyber security challenges.
"[Dimitris Geneiatakis, Ioannis Kounelis, Ricardo Neisse, Igor Nai Fovino, Gary Steri, Gianmarco Baldini]",Security and privacy issues for an IoT based smart home.
"[Nikolay Kakanakov, Mitko Shopov]",Adaptive models for security and data protection in IoT with Cloud technologies.
"[Tihomir Orehovacki, Darko Etinger, Snjezana Babic]",Perceived security and privacy of cloud computing applications used in educational ecosystem.
"[M. Radovan, B. Golub]",Trends in IoT security.
Milan Ramljak,Security analysis of Open Home Automation Bus system.
"[Panco Ristov, Toni Miskovic, Ante Mrvica, Zvonko Markic]","Reliability, availability and security of computer systems supported by RFID technology."
"[Kresimir Solic, Hrvoje Ocevcic, Igor Fosic, I. Horvat, M. Vukovic, T. Ramljak]",Towards overall information security and privacy (IS&amp;P) taxonomy.
"[Tena Velki, Kresimir Solic, V. Gorjanac, K. Nenadic]",Empirical study on the risky behavior and security awareness among secondary school pupils - validation and preliminary results.
"[Xianglong Feng, Mengmei Ye, Viswanathan Swaminathan, Sheng Wei 0001]",Towards the Security of Motion Detection-based Video Surveillance on IoT Devices.
"[Matthew Davis, Emrah Korkmaz, Andrey M. Dolgikh, Victor A. Skormin]",Resident Security System for Government/Industry Owned Computers.
"[Vasileios Gkioulos, Stephen D. Wolthusen]",Security Requirements for the Deployment of Services Across Tactical SOA.
Alexander A. Grusho,Data Mining and Information Security.
"[Alexander A. Grusho, Nick A. Grusho, Michael I. Zabezhailo, Alexander Zatsarinny, Elena E. Timonina]",Information Security of SDN on the Basis of Meta Data.
Andrew Hutchison,Adapting Enterprise Security Approaches for Evolving Cloud Processing and Networking Models.
"[Maxim Kolomeec, Gustavo Gonzalez Granadillo, Elena Doynikova, Andrey Chechulin, Igor V. Kotenko, Hervé Debar]",Choosing Models for Security Metrics Visualization.
"[Marcin Niemiec, Maciej Francikiewicz]",Security Assessment of Cryptographic Algorithms.
"[Nanda Kumar Thanigaivelan, Ethiopia Nigussie, Seppo Virtanen, Jouni Isoaho]",Towards Self-aware Approach for Mobile Devices Security.
David Kotz,Safety and Security in the Internet of Things.
"[Amina H. Gamlo, Ning Zhang 0001, Omaimah Bamasag]",Mobile Cloud Computing - Security Analysis.
Feng Shen,Android Security via Static Program Analysis.
"[Aneta Poniszewska-Maranda, Bartosz Wieczorek]",Aspects of Application Security for Internet of Things Systems.
"[Pavel Zubr, Jan Dvorak, Ali Selamat, Ondrej Krejcar]",Smart Security System Based on Android Platform.
"[Qusai Ramadan, Mattia Salnitri, Daniel Strüber 0001, Jan Jürjens, Paolo Giorgini]",From Secure Business Process Modeling to Design-Level Security Verification.
"[Letitia W. Li, Florian Lugou, Ludovic Apvrille]",Security-aware Modeling and Analysis for HW/SW Partitioning.
"[Saeko Matsuura, Shinpei Ogata, Yoshitaka Aoki]",Security Requirements Verification for Existing Systems with Model Checking Technique and UML.
"[Bruno Augusti Mozzaquatro, Ricardo Jardim-Gonçalves, Carlos Agostinho]",Model Driven Implementation of Security Management Process.
"[James M. Taylor, Hamid Sharif]",Security challenges and methods for protecting critical infrastructure cyber-physical systems.
"[Li Xu, Hui Li, Jiawei Hu, Yunmin Wang, Huayu Zhang]",An Autonomous System Based Security Mechanism for Network Coding Applications in Content-Centric Networking.
"[Andrea Chiappetta, Gianni Cuozzo]",Critical infrastructure protection - Beyond the hybrid port and airport firmware security cybersecurity applications on transport.
"[Federica Chiappetta, Leslie Fadlon, Arianna Norcini Pala]",An analysis on the security perception of Italian cyberspace.
"[Luca Dariz, Michele Selvatici, Massimiliano Ruggeri, Gianpiero Costantino, Fabio Martinelli]",Trade-off analysis of safety and security in CAN bus communication.
"[Vincenzo Santoro, L. Pensato]",Critical infrastructure protection - The need for evolving standards - Mutating cyber-space and security issues in ITS.
"[S. Rakheja, N. Kani]",Polymorphic spintronic logic gates for hardware security primitives - Device design and performance benchmarking.
"[Urszula Ogiela, Makoto Takizawa, Lidia Ogiela]",Security of Visual Captcha for Authentication Procedures.
"[Chuku Ejike, Demetres Kouvatsos]","Combined sensing, performance and security trade-offs in cognitive radio networks."
"[Sara Farahmandian, Doan B. Hoang]",SDS2 - A novel software-defined security service for protecting cloud computing infrastructure.
"[Zakir Durumeric, Zane Ma, Drew Springall, Richard Barnes, Nick Sullivan, Elie Bursztein, Michael Bailey, J. Alex Halderman, Vern Paxson]",The Security Impact of HTTPS Interception.
"[Yossi Gilad, Avichai Cohen, Amir Herzberg, Michael Schapira, Haya Shulman]",Are We There Yet? On RPKI&apos;s Deployment and Security.
"[Aaron Johnson, Rob Jansen, Aaron D. Jaggard, Joan Feigenbaum, Paul Syverson]",Avoiding The Man on the Wire - Improving Tor&apos;s Security with Trust-Aware Path Selection.
"[Seungsoo Lee, Changhoon Yoon, Chanhee Lee, Seungwon Shin, Vinod Yegneswaran, Phillip A. Porras]",DELTA - A Security Assessment Framework for Software-Defined Networks.
"[Giulio Malavolta, Pedro Moreno-Sanchez, Aniket Kate, Matteo Maffei]",SilentWhispers - Enforcing Security and Privacy in Decentralized Credit Networks.
"[Srdjan Matic, Carmela Troncoso, Juan Caballero]",Dissecting Tor Bridges - A Security Evaluation of their Private and Public Infrastructures.
"[Chuangang Ren, Peng Liu 0005, Sencun Zhu]",WindowGuard - Systematic Protection of GUI Security in Android.
"[Tianlong Yu, Seyed Kaveh Fayaz, Michael P. Collins, Vyas Sekar, Srinivasan Seshan]",PSI - Precise Security Instrumentation for Enterprise Networks.
"[Émilie Masson, Christophe Gransart]",Cyber Security for Railways - A Huge Challenge - Shift2Rail Perspective.
"[Jan-Felix Posielek, Norbert Bißmeyer, Annika Strobel]",A Security Migration Concept for Vehicle-to-X Communication to Allow Long-Term PKI Operation.
"[Luca Durante, Lucia Seno, Fulvio Valenza, Adriano Valenzano]",A model for the analysis of security policies in service function chains.
"[Nicolas Schnepf, Remi Badonnel, Abdelkader Lahmadi, Stephan Merz]",Automated verification of security chains in software-defined networks with synaptic.
"[Sadiq T. Yakasai, Fu-Chun Zheng, Chris G. Guy]",Towards policy unification for enterprise network security.
Christopher A. Wood,Protecting the long tail - Transparent packet security in content-centric networks.
"[Islam M. Tanash, Mamoun F. Al-Mistarihi, Amer M. Magableh]",Physical-Layer Security for DF Two-Way Dual-Hop Cooperative Wireless Networks over Nakagami-m Fading Channels.
"[Islam M. Tanash, Amer M. Magableh, Mamoun F. Al-Mistarihi]",Physical-Layer Security for DF Two-Way Full-Duplex Cooperative Wireless Networks over Rayleigh Fading Channels.
"[Colin F. Snook, Thai Son Hoang, Michael J. Butler]",Analysing Security Protocols Using Refinement in iUML-B.
"[Roberto Doriguzzi Corin, Sandra Scott-Hayward, Domenico Siracusa, Elio Salvadori]",Application-Centric provisioning of virtual security network functions.
"[Aapo Kalliola, Shankar Lal, Kimmo Ahola, Ian Oliver, Yoan Miche, Silke Holtmanns]",Testbed for security orchestration in a network function virtualization environment.
"[Christos Tselios, Ilias Politis, Stavros Kotsopoulos]",Enhancing SDN security for IoT-related deployments through blockchain.
"[Thianantha Arumugam, Sandra Scott-Hayward]",Demonstrating state-based security protection mechanisms in software defined networks.
"[Hiroyuki Kimiyama, Naoki Yonezaki, Tomoaki Tsutsumi, Kaori Sano, Hirofumi Yamaki, Yoichiro Ueno, Ryôichi Sasaki, Hiroshi Kobayashi]",Autonomous and distributed internet security (AIS) infrastructure for safe internet.
"[Sabarathinam Chockalingam, Wolter Pieters, André Teixeira, Pieter van Gelder]",Bayesian Network Models in Cyber Security - A Systematic Review.
"[Seong Min Kim, Juhyeng Han, Jaehyeong Ha, Taesoo Kim, Dongsu Han]",Enhancing Security and Privacy of Tor&apos;s Ecosystem by Using Trusted Execution Environments.
"[George Bissias, Brian Neil Levine, Nikunj Kapadia]",Market-based Security for Distributed Applications.
"[Olgierd Pieczul, Simon N. Foley, Mary Ellen Zurko]",Developer-centered security and the symmetry of ignorance.
"[Karen Renaud, Merrill Warkentin]",Risk Homeostasis in Information Security - Challenges in Confirming Existence and Verifying Impact.
"[Jonathan M. Spring, Tyler Moore, David J. Pym]",Practicing a Science of Security - A Philosophy of Science Perspective.
Yang Wang,The Third Wave? - Inclusive Privacy and Security.
"[Hanlu Chen, Yulong Fu, Zheng Yan 0002]",Survey on Big Data Analysis Algorithms for Network Security Measurement.
"[Fakher Ben Ftima, Kamel Karoui, Henda Ben Ghézala]",A Formal Approach for Network Security Policy Relevancy Checking.
"[Fannv He, Yuqing Zhang, Donghang Liu, Ying Dong, Caiyun Liu, Chensi Wu]",Mixed Wavelet-Based Neural Network Model for Cyber Security Situation Prediction Using MODWT and Hurst Exponent Analysis.
"[Donghang Liu, Lihua Dong, Shaoqing Lv, Ying Dong, Fannv He, Chensi Wu, Yuqing Zhang, Hua Ma]",A Novel Approach to Network Security Situation Assessment Based on Attack Confidence.
"[Ahmad M. K. Nasser, Di Ma, Sam Lauzon]",Exploiting AUTOSAR Safety Mechanisms to Launch Security Attacks.
"[Yukun Zheng, Kun Lv, Changzhen Hu]",A Quantitative Method for Evaluating Network Security Based on Attack Graph.
"[Md. Rafiqul Islam 0002, Mansura Habiba, Mir Injamamul Ibne Kashem]",A framework for providing security to Personal Healthcare Records.
"[Abu Asaduzzaman, Shanta Mazumder, Sergio Salinas, Muhammad F. Mridha]",A security-aware Near Field Communication architecture.
"[Sifat E. Jahan, Mehjabin Rahman, Anindya Iqbal, Tishna Sabrina]",An exploratory analysis of security on data transmission on relevant software engineering discussion sites.
"[M. M. Rahman, Muhammad Abdullah Adnan]",Two step verification system of highly secure social media - Possible to breach the security.
"[Ilirjana Ajazaj, Sebastian Kurowski]",An explorative approach on the impact of external and organizational events on information security.
"[Sebastian Kurowski, Fabina Dietrich]",Response and Cultural Biases in Information Security Policy Compliance Research.
"[André Joaquim, Miguel L. Pardal, Miguel Correia 0001]",Vulnerability-Tolerant Transport Layer Security.
"[Stef Janssen, Alexei Sharpanskykh]",Agent-Based Modelling for Security Risk Assessment.
"[Richeng Jin, Xiaofan He, Huaiyu Dai, Rudra Dutta, Peng Ning]",Towards Privacy-Aware Collaborative Security - A Game-Theoretic Approach.
"[Joongheon Kim, Yeong Jong Mo, Woojoo Lee, DaeHun Nyang]",Dynamic Security-Level Maximization for Stabilized Parallel Deep Learning Architectures in Surveillance Applications.
"[Clara Ament, Lennart Jaeger]",Unconscious on their Own Ignorance - Overconfidence in Information Security.
"[Magiswary Dorasamy, Su-Cheng Haw, Thesigaruphani Vigian]",Cyber Security Violation in I0T-Enabled Bright Society - A Proposed Framework.
"[Farzan Kolini, Lech J. Janczewski]",Clustering and Topic Modelling - A New Approach for Analysis of National Cyber security Strategies.
"[Yijing Li, Ben C. F. Choi]",Expecting the Unexpected in Security Violations in Mobile Apps.
"[Rufizah Abdul Munira, Nurul Nuha Abdul Molok, Shuhaili Talib]",Exploring the Factors influencing Top Management Involvement and Participation in Information Security.
"[Rufizah Abdul Munira, Nurul Nuha Abdul Molok, Shuhaili Talib]",Exploring the Factors Influencing Top Management Involvement in Information Security.
"[Mazino Onibere, Atif Ahmad, Sean B. Maynard]",The Chief Information Security Officer and the Five Dimensions of a Strategist.
"[Dabeeruddin Syed, Tao-Hung Chang, Davor Svetinovic, Talal Rahwan, Zeyar Aung]","Security for Complex Cyber-Physical and Industrial Control Systems - Current Trends, Limitations, and Challenges."
"[Zamhariah Md. Zain, Siti Hajar Othman, Rashidah Kadir]",Security-Based BYOD Risk Assessment Metamodelling Approach.
"[Shou-Ching Hsiao, Da-Yu Kao]",Differentiating the Investigation Response Process of Cyber Security Incident for LEAs.
"[Cheng-Ta Huang, De-En Sun, Yen-Lin Chen, Shiuh-Jeng Wang]",VQ Coding in Data Hiding Using Correlated Neighboring Blocks in Security Performance.
"[Tegjyot Singh Sethi, Mehmed Kantardzic, Joung Woo Ryu]",&apos;Security Theater&apos; - On the Vulnerability of Classifiers to Exploratory Attacks.
"[Tanya Goyal, Sanket Mehta, Balaji Vasan Srinivasan]",Preventing Inadvertent Information Disclosures via Automatic Security Policies.
"[Arash Alavi, Alan Quach, Hang Zhang, Bryan Marsh, Farhan Ul Haq, Zhiyun Qian, Long Lu, Rajiv Gupta 0001]",Where Is the Weakest Link? A Study on Security Discrepancies Between Android Apps and Their Website Counterparts.
"[Menelaos N. Katsantonis, Panayotis E. Fouliras, Ioannis Mavridis]",Conceptualization of Game Based Approaches for Learning and Training on Cyber Security.
"[Simeon Veloudis, Iraklis Paraskakis, Christos Petsos]",Ontological Definition of Governance Framework for Security Policies in Cloud Environments.
"[Vasileios Vlachos, Yannis C. Stamatiou, Adelina Madhja, Sotiris E. Nikoletseas]",Privacy Flag - A crowdsourcing platform for reporting and managing privacy and security risks.
"[Carlos Luevanos, John Elizarraras, Khai Hirschi, Jyh-haw Yeh]",Analysis on the Security and Use of Password Managers.
"[Diana Berbecaru, Andrea Atzeni, Marco de Benedictis, Paolo Smiraglia]",Towards Stronger Data Security in an eID Management Infrastructure.
"[Roland Rieke, Marc Seidemann, Elise Kengni Talla, Daniel Zelle, Bernhard Seeger]",Behavior Analysis for Safety and Security in Automotive Systems.
"[Igor Saenko, Igor V. Kotenko, Alexey Kushnerevich]",Parallel Processing of Big Heterogeneous Data for Security Monitoring of IoT Networks.
"[Ali Dorri, Salil S. Kanhere, Raja Jurdak, Praveen Gauravaram]",Blockchain for IoT security and privacy - The case study of a smart home.
"[Ryota Jinnai, Atsuo Inomata, Ismail Arai, Kazutoshi Fujikawa]",Proposal of hardware device model for IoT endpoint security and its implementation.
"[Michael A. Mahler, Qinghua Li, Ang Li]",SecureHouse - A home security system based on smartphone sensors.
"[Ruth M. Ogunnaike, Brent Lagesse]",Toward consumer-friendly security in smart environments.
"[Anna Kornfeld Simpson, Franziska Roesner, Tadayoshi Kohno]",Securing vulnerable home IoT devices with an in-hub security manager.
"[Anna Sojka-Piotrowska, Peter Langendörfer]",Shortening the security parameters in lightweight WSN applications for IoT - lessons learned.
"[Ayda Babaei, A. Hamid Aghvami, Arman Shojaeifard, Kai-Kit Wong]",Physical layer security in full-duplex cellular networks.
"[Yaser Baseri, Abdelhakim Hafid, Mohammed Amine Togou, Soumaya Cherkaoui]",Controlling cloud data access privilege - Cryptanalysis and security enhancement.
"[Yajun Chen, Xinsheng Ji, Jing Yang, Kaizhi Huang, Ming Yi]",Physical layer security in D2D-enabled cellular networks - Artificial noise assisted.
"[Filipe Conceicao, Nouha Oualha, Djamal Zeghlache]",Security establishment for IoT environments in 5G - Direct MTC-UE communications.
"[Haji M. Furqan, Jehad M. Hamamreh, Hüseyin Arslan]",Enhancing physical layer security of OFDM systems using channel shortening.
"[Motoki Iwata, Koji Yamamoto, Takayuki Nishio, Masahiro Morikura]",Dependent interferer arrangement for physical layer security - Secrecy outage probability in clustered wireless networks.
"[Sasi Vinay Pechetti, Abhishek Jindal, Ranjan Bose]",Channel-based mapping diversity for enhancing the physical layer security in the Internet of Things.
"[Gandeva Bayu Satrya, Soo Young Shin]",Security enhancement to successive interference cancellation algorithm for non-orthogonal multiple access (NOMA).
"[Hung Tran, Truong Xuan Quach, Ha-Vu Tran, Elisabeth Uhlemann]",Optimal energy harvesting time and power allocation policy in CRN under security constraints from eavesdroppers.
"[Xin-Wen Wu, En-Hui Yang, Junhu Wang]",Lightweight security protocols for the Internet of Things.
"[Chris Brzuska, Håkon Jacobsen]",A Modular Security Analysis of EAP and IEEE 802.11.
"[Rishab Goyal, Venkata Koppula, Brent Waters]",Separating IND-CPA and Circular Security for Unbounded Length Key Cycles.
"[Benoît Libert, Thomas Peters, Chen Qian 0002]",Structure-Preserving Chosen-Ciphertext Security with Shorter Verifiable Ciphertexts.
Barak Shani,On the Bit Security of Elliptic Curve Diffie-Hellman.
"[Pablo Cañones, Boris Köpf, Jan Reineke]",Security Analysis of Cache Replacement Policies.
"[Mikolaj Dobski, Gerard Frankowski, Norbert Meyer, Maciej Milostan, Michal Pilc]",Security Monitoring and Analytics in the Context of HPC Processing Model.
"[Jakub Gasior, Franciszek Seredynski, Andrei Tchernykh]",A Security-Driven Approach to Online Job Scheduling in IaaS Cloud Computing Systems.
"[Zhiting Zhu, Sangman Kim, Yuri Rozhanski, Yige Hu, Emmett Witchel, Mark Silberstein]",Understanding The Security of Discrete GPUs.
"[Ryann Cartor, Daniel Smith-Tone]",An Updated Security Analysis of PFLASH.
"[Subrota K. Mondal, Abadhan S. Sabyasachi, Jogesh K. Muppala]","On Dependability, Cost and Security Trade-Off in Cloud Data Centers."
"[Mohammad A. Noureddine, Andrew Marturano, Ken Keefe, Masooda Bashir, William H. Sanders]",Accounting for the Human User in Predictive Security Models.
"[Paulo Jorge Esteves Veríssimo, Marcus Völp, Jeremie Decouchant, Vincent Rahli, Francisco Rocha]",Meeting the Challenges of Critical and Extreme Dependability and Security.
"[Zeineb Zhioua, Yves Roudier, Rabéa Boulifa-Ameur]",Formal Specification and Verification of Security Guidelines.
"[Laurens Sion, Koen Yskout, Riccardo Scandariato, Wouter Joosen]",A Modular Meta-model for Security Solutions.
"[Christopher Thompson, David A. Wagner 0001]",A Large-Scale Study of Modern Code Review and Security in Open Source Projects.
"[Masayuki Fukumitsu, Shingo Hasegawa]",Impossibility of the Provable Security of the Schnorr Signature from the One-More DL Assumption in the Non-programmable Random Oracle Model.
Fangguo Zhang,Bit Security of the Hyperelliptic Curves Diffie-Hellman Problem.
"[Ping Zhang 0020, Peng Wang, Honggang Hu, Changsong Cheng, Wenke Kuai]",INT-RUP Security of Checksum-Based Authenticated Encryption.
"[Dali Zhu, Renjun Zhang, Dingding Jia]",Public-Key Encryption with Simulation-Based Sender Selective-Opening Security.
"[Sébastien Salva, Loukmen Regainia]",Using Data Integration for Security Testing.
Larisa Breton,Risky Cyber Security - &apos;7012&apos; Regulations Federally-Driven Inhibitor to Resilience within the Defense Industrial Base - A Position Paper.
"[Michael Brunner, Michael Huber, Clemens Sauerwein, Ruth Breu]",Towards an Integrated Model for Safety and Security Requirements of Cyber-Physical Systems.
"[Michael Brunner, Christian Sillaber, Ruth Breu]",Towards Automation in Information Security Management Systems.
"[Busalire Onesmus Emeka, Shaoying Liu]",Security Requirement Engineering Using Structured Object-Oriented Formal Language for M-Banking Applications.
"[Kobra Khanmohammadi, Abdelwahab Hamou-Lhadj]",HyDroid - A Hybrid Approach for Generating API Call Traces from Obfuscated Android Applications for Mobile Security.
"[Hongbo Li, Xiaohong Li, Jianye Hao, Guangquan Xu, Zhiyong Feng, Xiaofei Xie]",FESR - A Framework for Eliciting Security Requirements Based on Integration of Common Criteria and Weakness Detection Formal Model.
"[Dusan Mondek, Rudolf B. Blazek, Tomás Zahradnický]",Security Analytics in the Big Data Era.
