"[Hernani D. Chantre, Nelson L. S. da Fonseca]",Redundant placement of virtualized network functions for LTE evolved Multimedia Broadcast Multicast Services.
"[Elisavet Grigoriou, Alcardo Alex Barakabitze, Luigi Atzori, Lingfen Sun, Virginia Pilloni]",An SDN-approach for QoE management of multimedia services using resource allocation.
"[Gaolei Li, Mianxiong Dong, Kaoru Ota, Jun Wu 0001, Jianhua Li, Tianpeng Ye]",Towards QoE named content-centric wireless multimedia sensor networks with mobile sinks.
"[Danping Li, Chao Yang, Chengzhou Li, Qi Jiang 0001, Xiaofeng Chen 0001, Jianfeng Ma, Jian Ren]",A client-based secure deduplication of multimedia data.
"[Bao Nguyen Trinh, Liam Murphy, Gabriel-Miro Muntean]",Uplink Adaptive Multimedia Delivery (UAMD) scheme for Video Sensor Network.
"[Yan Zhang, Jichang Guo, Chongyi Li]",Compressive sensing in wireless multimedia sensor networks based on low-rank approximation.
"[Linghui Pan, Rong Zhou, Jiaqi Chen, Xiaohu Ge, Tao Han]",Multi-path mmWave cooperative communications for delivering multimedia resources.
"[Ling Wang, Junjie Yang, Xiaojun Song]",A QoE-Driven Spectrum Decision Scheme for Multimedia Transmissions over Cognitive Radio Networks.
"[Darko Lulic, Nenad Jovanovic, Mario Radonjic]",Flexible multimedia player architecture for embedded systems.
"[Lucio Ciabattoni, Francesco Ferracuti, Sauro Longhi, Lucia Pepa, Luca Romeo, Federica Verdini]",Multimedia experience enhancement through affective computing.
"[Taqwa Hariguna, Berlilana, Rudi Wibowo]",Understanding the impact of multimedia education on autism students an empirical study.
"[Chen Jiang, Wenhao Wu, Zhi Ding]",IP packet header compression and user grouping for LTE Multimedia Broadcast Multicast Services.
"[Delia Fernandez, David Varas, Joan Espadaler, Issey Masuda, Jordi Ferreira, Alejandro Woodward, David Rodriguez, Xavier Giró i Nieto, Juan Carlos Riveiro, Elisenda Bou]",ViTS - Video Tagging System from Massive Web Multimedia Collections.
"[Sushree Bibhuprada B. Priyadarshini, Suvasini Panigrahi]",A Distributed Approach Based on Hierarchical Scalar Leader Selection for Enhanced Event Coverage in Wireless Multimedia Sensor Networks.
"[Deepayan Bhowmik, Tian Feng]",The multimedia blockchain - A distributed and tamper-proof media transaction framework.
"[Sebastian Sastoque H., Oscar Avila, Marcela Iregui]",Towards Personalised Multimedia Applications - A Literature Review.
"[Herman D. Surjono, Ali Muhtadi]",The Effects of Various Animation-Based Multimedia Learning in e-Learning Course.
"[Dario Allegra, Marios Anthimopoulos, Joachim Dehais, Ya Lu, Filippo Stanco, Giovanni Maria Farinella, Stavroula G. Mougiakakou]",A Multimedia Database for Automatic Meal Assessment Systems.
"[Xingyan Chen, Mu Wang, Shijie Jia, Changqiao Xu]",Energy-Aware Fast Interest Forwarding for Multimedia Streaming over ICN 5G-D2D.
"[Guang-yu Gu, Qing Yi, Hao Zheng, Shu-juan Zhang, Bo-wu Sun]",Design and Implementation of Secure Multimedia Storage System.
"[Venice Erin Liong, Jiwen Lu, Yap-Peng Tan]",Learning a cross-modal hashing network for multimedia search.
"[Allan da Silva Pinto, Daniel Moreira, Aparna Bharati, Joel Brogan, Kevin W. Bowyer, Patrick J. Flynn, Walter J. Scheirer, Anderson Rocha]",Provenance filtering for multimedia phylogeny.
"[Marcella Cornia, Lorenzo Baraldi, Giuseppe Serra, Rita Cucchiara]",Visual saliency for image captioning in new multimedia services.
"[Deepti Goel, Santanu Chaudhury, Hiranmay Ghosh]",Multimedia ontology based complementary garment recommendation.
"[Ambuj Mehrish, A. V. Subramanyam, Mohan S. Kankanhalli]",Multimedia signatures for vehicle forensics.
"[Samira Pouyanfar, Shu-Ching Chen, Mei-Ling Shyu]",An efficient deep residual-inception network for multimedia classification.
"[Majdi Rawashdeh, Muhammad Al-Qurishi, Mabrook Al-Rakhami, Maged S. Al-Quraishi]",A multimedia cloud-based framework for constant monitoring on obese patients.
"[Hen-Geul Yeh, Ruoyu Wang]",Five space-time-OFDM systems in mobile fading channels for multimedia transmission.
"[Ayoub Bahnasse, Mohamed Talea, Fatima Ezzahraa Louhab, Sara Laafar, Adel Harbi, Azeddine Khiat]",SAS-IMS for smart mobile security in IP multimedia subsystem.
"[Yuliya Nosenko, Zhanna Matyukh]",The Implementation of Multimedia Technology in Ukrainian Inclusive Pre-school Education.
"[Dumitru Dan Burdescu, Liana Stanescu, Marius Brezovan, Florin Slabu, Daniel Ebânca]",Multimedia data for efficient detection of visual objects.
"[Ying-You Lian, Chih-Ming Chen 0001, Yi-Rong Li]",Effects of Collaborative Multimedia Annotations on Elementary School Students&apos; Vocabulary Learning Performance.
"[Charuni Samat, Sumalee Chaijaroen, Issara Kanjug, Pornsawan Vongtathum]",Design and Development of Constructivist Multimedia Learning Environment Enhancing Skills in Computer Programming.
"[Jeroen van der Hooft, Stefano Petrangeli, Tim Wauters, Rameez Rahman, Nico Verzijp, Rafael Huysegems, Tom Bostoen, Filip De Turck]",Analysis of a large multimedia-rich web portal for the validation of personal delivery networks.
"[Radoslav Vargic, Martin Medvecky, Juraj Londák, Pavol Podhradský]",Advanced Interactive Multimedia Delivery in 5G Networks.
"[Shuan He, Wei Wang 0015]",Context-aware QoE-price equilibrium for wireless multimedia relay communications using stackelberg game.
"[Nathalie Charbel, Christian Sallaberry, Sébastien Laborie, Gilbert Tekli, Richard Chbeir]",LinkedMDR - un modèle sémantique de représentation de corpus de documents multimédia.
"[Anurag Kumar 0003, Benjamin Elizalde, Bhiksha Raj]",Audio Content Based Geotagging in Multimedia.
"[Hassane Essafi, Patrick Hède]",FRAMSTIM - framework for large scale multimedia content feature extraction based on MPI one-sided communication.
"[Enrico Giacinto Caldarola, Antonio M. Rinaldi]",Modelling Multimedia Social Networks Using Semantically Labelled Graphs.
"[Johannes Klein 0001, Jean Botev, Steffen Rothkugel]",Enabling Near Real-Time Collaboration in a Distributed Multimedia Editing Environment.
"[Aman Chaudhary, Akshatha K, Kiran Kodlekere, SuryaPrasad J]",Keyword Based Indexing of a Multimedia File.
"[Hamed Hamzeh, Mahdi Hemmati, Shervin Shirmohammadi]",Priced-Based Fair Bandwidth Allocation for Networked Multimedia.
"[Pushpalatha K, Ananthanarayana V. S.]",A New Multimedia Documents Clustering Approach Based on Feature Patterns Similarity.
"[Justas Poderys, José Soler]",Streaming Multimedia via Overlay Networks Using Wi-Fi Peer-to-Peer Connections.
"[Mukesh Kumar Saini, Ali Danesh, Abdulmotaleb El-Saddik]",Shall IoT User Interfaces Start Recommending Multimedia Devices as Well?
"[Francisco Javier Velazquez-Garcia, Frank Eliassen]",DAMPAT - Dynamic Adaptation of Multimedia Presentations in Application Mobility.
"[Shuihua Wang, Sidan Du, Yang Li, Huimin Lu, Ming Yang, Bin Liu, Yudong Zhang]",Hearing Loss Detection in Medical Multimedia Data by Discrete Wavelet Packet Entropy and Single-Hidden Layer Neural Network Trained by Adaptive Learning-Rate Back Propagation.
"[Ramona Trestian, Quoc-Tuan Vien, Purav Shah, Glenford Mapp]",UEFA-M - Utility-based energy efficient adaptive multimedia mechanism over LTE HetNet small cells.
"[Yue Ding, Peng Liu, Zhitao Guan]",Energy Efficient Multimedia Content Broadcasting in a Risky Mobile Social Network with Adversarial Users.
authors,title
"[Amulya Karaadi, Lingfen Sun, Is-Haka Mkwawa]",Multimedia Communications in Internet of Things QoT or QoE?
"[Chunxiao Jiang, Xiangming Zhu, Linling Kuang, Yi Qian, Jianhua Lu]",Multimedia multicast beamforming in integrated terrestrial-satellite networks.
"[Nouha Samet, Asma Ben Letaifa, Mohamed Hamdi, Sami Tabbane]",Adaptive encryption for real time mobile multimedia services.
"[Danyang Zhu, Changqiao Xu, Jiuren Qin, Zan Zhou, Jianfeng Guan]",Mobility-aware multimedia data transfer using Multipath TCP in Vehicular Network.
"[Xiang Chen, Bowei Chen, Mohan S. Kankanhalli]",MM2RTB - Bringing Multimedia Metrics to Real-Time Bidding.
"[John Monks, Gabriel-Miro Muntean]",A Distributed Energy-Aware Cooperative Multimedia Delivery Solution.
"[Animesh Sahay, Anjana Anil Kumar, Siripen Pongpaichet, Ramesh Jain]",Multimedia Rescue Systems for Floods.
"[Konstantinos Avgerinakis, Anastasia Moumtzidou, Stelios Andreadis, Emmanouil Michail, Ilias Gialampoukidis, Stefanos Vrochidis, Ioannis Kompatsiaris]",Visual and Textual Analysis of Social Media and Satellite Images for Flood Detection @ Multimedia Satellite Task MediaEval 2017.
"[Benjamin Bischke, Prakriti Bhardwaj, Aman Gautam, Patrick Helber, Damian Borth, Andreas Dengel]",Detection of Flooding Events in Social Multimedia and Satellite Imagery using Deep Neural Networks.
"[Benjamin Bischke, Patrick Helber, Christian Schulze, Venkat Srinivasan, Andreas Dengel, Damian Borth]",The Multimedia Satellite Task at MediaEval 2017.
"[Xiyao Fu, Yi Bin, Liang Peng, Jie Zhou, Yang Yang 0002, Heng Tao Shen]",BMC@MediaEval 2017 Multimedia Satellite Task via Regression Random Forest.
"[Yang Liu, Zhonglei Gu, William K. Cheung]",HKBU at MediaEval 2017 - Medico - Medical Multimedia Task.
"[Michael Riegler, Konstantin Pogorelov, Pål Halvorsen, Kristin Ranheim Randel, Sigrun Losada Eskeland, Duc-Tien Dang-Nguyen, Mathias Lux, Carsten Griwodz, Concetto Spampinato, Thomas de Lange]",Multimedia for Medicine - The Medico Task at MediaEval 2017.
"[Nataliya Tkachenko, Arkaitz Zubiaga, Rob Procter]",WISC at MediaEval 2017 - Multimedia Satellite Task.
"[Ragavendra Lingamaneni, Thomas Kubitza, Jürgen Scheible]",DroneCAST - towards a programming toolkit for airborne multimedia display applications.
"[Jaak Henno, Hannu Jaakkola, Jukka Mäkelä]",Developing curiosity and multimedia skills with programming experiments.
"[Kashif Ahmad, Michael Riegler, Ans Riaz, Nicola Conci, Duc-Tien Dang-Nguyen, Pål Halvorsen]",The JORD System - Linking Sky and Social Multimedia Data to Natural Disasters.
"[Mauro Barni, Benedetta Tondi]",Threat Models and Games for Adversarial Multimedia Forensics.
"[Rémi Bois, Guillaume Gravier, Éric Jamet, Emmanuel Morin, Maxime Robert, Pascale Sébillot]",Linking Multimedia Content for Efficient News Browsing.
"[Nitish Nag, Vaibhav Pandey, Ramesh Jain]",Health Multimedia - Lifestyle Recommendations Based on Diverse Observations.
"[Lucas Pascotti Valem, Daniel Carlos Guimarães Pedronette]",An Unsupervised Distance Learning Framework for Multimedia Retrieval.
"[Ahmed Hamza 0001, Hamed Ahmadi, Saleh Almowuena, Mohamed Hefeeda]",QoE-fair Adaptive Streaming of Free-viewpoint Videos over LTE Networks.
"[Hua Zhang 0008, Rui Wang 0032, Changqing Zhang, Xiaochun Cao]",LEAF - Latent Extended Attribute Features Discovery for Visual Classification.
"[Yue Zhang 0014, Felix Weninger, Boqing Liu, Maximilian Schmitt, Florian Eyben, Björn W. Schuller]","A Paralinguistic Approach To Speaker Diarisation - Using Age, Gender, Voice Likability and Personality Traits."
"[Hamed Ahmadi, Omar Eltobgy, Mohamed Hefeeda]",Adaptive Multicast Streaming of Virtual Reality Content to Mobile Users.
"[Olfa Ben Ahmed, Gabriel Sargent, Florian Garnier, Benoit Huet, Vincent Claveau, Laurence Couturier, Raphaël Troncy, Guillaume Gravier, Philémon Bouzy, Fabrice Leménorel]",NexGenTV - Providing Real-Time Insight during Political Debates in a Second Screen Application.
"[Xavier Alameda-Pineda, Miriam Redi, Mohammad Soleymani, Nicu Sebe, Shih-Fu Chang, Samuel D. Gosling]","MUSA2 - First ACM Workshop on Multimodal Understanding of Social, Affective and Subjective Attributes."
"[Abdullah Alfarrarjeh, Cyrus Shahabi, Seon Ho Kim]",Hybrid Indexes for Spatial-Visual Search.
"[Florian Alt, Lukas Ziegler]",PD-Survey - Supporting Audience-Centric Research through Surveys on Pervasive Display Networks.
"[Yongsheng An, Yu Cao, Jingjing Chen, Chong-Wah Ngo, Jia Jia 0001, Huanbo Luan, Tat-Seng Chua]",PIC2DISH - A Customized Cooking Assistant System.
"[Bhojan Anand, Pan Wenren]",CloudHide - Towards Latency Hiding Techniques for Thin-client Cloud Gaming.
"[Tamay Aykut, Stefan Lochbrunner, Mojtaba Karimi, Burak Cizmeci, Eckehard G. Steinbach]",A Stereoscopic Vision System with Delay Compensation for 360° Remote Reality.
"[Claudio Baecchi, Tiberio Uricchio, Lorenzo Seidenari, Alberto Del Bimbo]",Outdoor Object Recognition for Smart Audio Guides.
"[Kanchan Bahirat, Thiru Annaswamy, Balakrishnan Prabhakaran]",Mr.MAPP - Mixed Reality for MAnaging Phantom Pain.
"[Jiale Bai, Bingbing Ni, Minsi Wang, Yang Shen, Hanjiang Lai, Chongyang Zhang, Lin Mei, Chuanping Hu, Chen Yao]",Deep Progressive Hashing for Image Retrieval.
Edouard Beau,Las Barricadas Misteriosas.
"[Yassir Benkhedda, Darshan Santani, Daniel Gatica-Perez]",Venues in Social Media - Examining Ambiance Perception Through Scene Semantics.
"[Cigdem Beyan, Vasiliki-Maria Katsageorgiou, Vittorio Murino]",Moving as a Leader - Detecting Emergent Leadership in Small Groups using Body Pose.
Achin Bhowmik,Enhancing and Augmenting Human Perception with Artificial Intelligence Technologies.
"[Yi Bin, Yang Yang 0002, Jie Zhou, Zi Huang, Heng Tao Shen]",Adaptively Attending to Visual Attributes and Linguistic Knowledge for Captioning.
"[Kofi Boakye, Sachin Farfade, Hamid Izadinia, Yannis Kalantidis, Pierre Garrigues]",Tag Prediction at Flickr - A View from the Darkroom.
Giulia Boato,Multimedia Forensics - An Overview of Recent Advances and Open Issues.
"[Marc Van den Broeck, Fahim Kawsar, Johannes Schöning]",It&apos;s All Around You - Exploring 360° Video Viewing Experiences on Mobile Devices.
"[Joachim Bruneau-Queyreix, Mathias Lacaud, Daniel Négru]",A Hybrid P2P/Multi-Server Quality-Adaptive Live-Streaming Solution Enhancing End-User&apos;s QoE.
"[Kiana Calagari, Mohamed A. Elgharib, Shervin Shirmohammadi, Mohamed Hefeeda]",Sports VR Content Generation from Regular Camera Feeds.
Liangliang Cao,ACM SIGMM Rising Star Award 2017.
"[Jiewei Cao, Zi Huang, Heng Tao Shen]",Local Deep Descriptors in Bag-of-Words for Image Retrieval.
"[Spencer Cappallo, Cees G. M. Snoek]",Future-Supervised Retrieval of Unseen Queries for Live Video.
"[Fabio Celli, Pietro Zani Massani, Bruno Lepri]",Profilio - Psychometric Profiling to Boost Social Media Advertising.
Edward Y. Chang,DeepQ - Advancing Healthcare through Artificial Intelligence and Virtual Reality.
"[Yu-Ting Chang, Wen-Haung Cheng, Bo Wu, Kai-Lung Hua]",Fashion World Map - Understanding Cities Through Streetwear Fashion.
Gong Chen,Who Composes the Music? - Musicality Evaluation for Algorithmic Composition via Electroencephalography.
"[Shizhe Chen, Jia Chen, Qin Jin, Alexander G. Hauptmann]",Video Captioning with Guidance of Multimodal Latent Topics.
"[Linsen Chen, Cc Dong, Du Chen, Han Li, Yuanyuan Zhao, Xun Cao, Zhan Ma]",Mobile Multispectral Video Streaming.
"[Fuhai Chen, Rongrong Ji, Jinsong Su, Yongjian Wu, Yunsheng Wu]",StructCap - Structured Semantic Embedding for Image Captioning.
"[Shizhe Chen, Qin Jin, Jinming Zhao, Shuai Wang]",Multimodal Multi-task Learning for Dimensional and Continuous Emotion Recognition.
"[Yi-Ling Chen, Jan Klopp, Min Sun, Shao-Yi Chien, Kwan-Liu Ma]",Learning to Compose with Professional Photographs on the Web.
"[Zhenfang Chen, Zhanghui Kuang, Kwan-Yee K. Wong, Wei Zhang]",Aggregated Deep Feature from Activation Clusters for Particular Object Retrieval.
"[Jingjing Chen, Chong-Wah Ngo, Tat-Seng Chua]",Cross-modal Recipe Retrieval with Rich Food Attributes.
"[Lele Chen, Sudhanshu Srivastava, Zhiyao Duan, Chenliang Xu]",Deep Cross-Modal Audio-Visual Generation.
"[Sih-Huei Chen, Shao Hui Wu, Yuan-Shan Lee, Rocky Lo, Jia-Ching Wang]",Hierarchical Representation Based on Bayesian Nonparametric Tree-Structured Mixture Model for Playing Technique Classification.
"[Jun Chen, Chaokun Wang, Jianmin Wang 0001]",Modeling the Intransitive Pairwise Image Preference from Multiple Angles.
"[Baoyang Chen, Wenmin Wang, Jinzhuo Wang]",Video Imagination from a Single Image with Transformation Generation.
"[Tanfang Chen, Yaxin Wang, Shangfei Wang, Shiyu Chen]",Exploring Domain Knowledge for Affective Video Content Analyses.
"[Xiongtao Chen, Wenmin Wang, Jinzhuo Wang, Weimian Li]",Learning Object-Centric Transformation for Video Prediction.
"[Lin Chen, Hua Yang, Shuang Wu, Zhiyong Gao]",Data Generation for Improving Person Re-identification.
"[Jun-Ho Choi, Manri Choi, Min-Su Choi, Jong-Seok Lee]",Impact of Three-Dimensional Video Scalability on Multi-View Activity Recognition using Deep Learning.
"[Saemi Choi, Onkar Krishna, Wen-Yu Lee, Kiyoharu Aizawa]",MatPlanner - Plan Your Days in Conferences by Resolving Conflicting Events.
"[Xavier Corbillon, Alisa Devlic, Gwendal Simon, Jacob Chakareski]",Optimal Set of 360-Degree Videos for Viewport-Adaptive Streaming.
"[Peng Cui, Wenwu Zhu 0001]",Human-like Visual Learning and Reasoning.
"[Nicholas Cummins, Shahin Amiriparian, Gerhard Hagerer, Anton Batliner, Stefan Steidl, Björn W. Schuller]",An Image-based Deep Spectrum Feature Representation for the Recognition of Emotional Speech.
"[Guoxian Dai, Jin Xie 0001, Yi Fang 0006]",Metric-based Generative Adversarial Network.
"[Ting Dang, Brian Stasak, Zhaocheng Huang, Sadari Jayawardena, Mia Atcheson, Munawar Hayat, Phu Ngoc Le, Vidhyasaharan Sethu, Roland Goecke, Julien Epps]",Investigating Word Affect Features and Fusion of Probabilistic Predictions Incorporating Uncertainty in AVEC 2017.
"[Sina Gholamnejad Davani, Nabil J. Sarhan]",Experimental Analysis of Bandwidth Allocation in Automated Video Surveillance Systems.
"[Xuanyi Dong, Deyu Meng, Fan Ma, Yi Yang]",A Dual-Network Progressive Approach to Weakly Supervised Object Detection.
"[Tingting Dong, Shoji Nishimura, Jianquan Liu]",Diversified and Summarized Video Search System.
"[Hao Dong, Akara Supratak, Luo Mai, Fangde Liu, Axel Oehmichen, Simiao Yu, Yike Guo]",TensorLayer - A Versatile Library for Efficient Deep Learning Development.
"[Matthijs Douze, Hervé Jégou, Jeff Johnson]",An Evaluation of Large-scale Methods for Image Instance and Class Discovery.
"[Xiao-Yu Du, Jinhui Tang, Zechao Li, Zhiguang Qin]",Wheel - Accelerating CNNs with Distributed GPUs via Hybrid Parallelism and Alternate Strategy.
"[Zhenyu Duan, Jinpeng Lan, Yi Xu, Bingbing Ni, Lixue Zhuang, Xiaokang Yang]",Pedestrian Detection via Bi-directional Multi-scale Analysis.
"[Zhengfang Duanmu, Kede Ma, Zhou Wang]",Quality-of-Experience of Adaptive Video Streaming - Exploring the Space of Adaptations.
"[Abhimanyu Dubey, Sumeet Agarwal]",Modeling Image Virality with Pairwise Spatial Transformer Networks.
"[Takumi Ege, Keiji Yanai]","Image-Based Food Calorie Estimation Using Knowledge on Food Categories, Ingredients and Cooking Directions."
"[Tarek Elgamal, Bo Chen, Klara Nahrstedt]",Teleconsultant - Communication and Analysis of Wearable Videos in Emergency Medical Environments.
"[Tarek Elgamal, Klara Nahrstedt]",Multicamera Summarization of Rehabilitation Sessions in Home Environment.
"[Shaojing Fan, Ming Jiang, Zhiqi Shen, Bryan L. Koenig, Mohan S. Kankanhalli, Qi Zhao]",The Role of Visual Attention in Sentiment Prediction.
"[Farshid Farhat, Mohammad Mahdi Kamani, Sahil Mishra, James Z. Wang]",Intelligent Portrait Composition Assistance - Integrating Deep-learned Models and Photography Idea Retrieval.
"[Xianglong Feng, Mengmei Ye, Viswanathan Swaminathan, Sheng Wei 0001]",Towards the Security of Motion Detection-based Video Surveillance on IoT Devices.
"[Andrea Ferracani, Marco Faustino, Gabriele Xavier Giannini, Lea Landucci, Alberto Del Bimbo]",Natural Experiences in Museums through Virtual Reality and Voice Commands.
Gerald Friedland,Privacy vs Multimedia Verification - A Conundrum.
"[Yuqi Gao, Jitao Sang, Tongwei Ren, Changsheng Xu]",Hashtag-centric Immersive Search on Social Media.
"[Junyu Gao, Tianzhu Zhang, Changsheng Xu]",A Unified Personalized Video Recommendation via Dynamic Recurrent Neural Networks.
"[Boni García, Luis López, Francisco Gortázar, Micael Gallego, Giuseppe Antonio Carella]",NUBOMEDIA - The First Open Source WebRTC PaaS.
"[Lorenzo Gatti, Gözde Özbal, Oliviero Stock, Carlo Strapparava]",Automatic Generation of Lyrics Parodies.
"[Francesco Gelli, Xiangnan He 0001, Tao Chen, Tat-Seng Chua]",How Personality Affects our Likes - Towards a Better Understanding of Actionable Images.
"[Nikolaos Gkalelis, Vasileios Mezaris]",Incremental Accelerated Kernel Discriminant Analysis.
"[Sonal Goel, Sarthak Ahuja, A. V. Subramanyam, Ponnurangam Kumaraguru]",#VisualHashtags - Visual Summarization of Social Media Events Using Mid-Level Visual Elements.
"[Yuan Gong, Christian Poellabauer]",Topic Modeling Based Multi-modal Depression Detection.
"[Dihong Gong, Daisy Zhe Wang, Yang Peng]",Multimodal Learning for Web Information Extraction.
"[Xiaoling Gu, Yongkang Wong, Pai Peng, Lidan Shou, Gang Chen 0001, Mohan S. Kankanhalli]",Understanding Fashion Trends from Street Photos via Neighbor-Constrained Embedding Learning.
"[Xiaojie Guo, Yu Li, Jiayi Ma 0001]",Mutually Guided Image Filtering.
"[Longteng Guo, Jing Liu, Yuhang Wang, Zhonghua Luo, Wei Wen, Hanqing Lu]",Sketch-based Image Retrieval using Generative Adversarial Networks.
"[Neetika Gupta, Mukesh Kumar Rohil]",An Experimental Study of Markerless Image Registration Methods on Varying Quality of Images for Augmented Reality Applications.
"[Cathal Gurrin, Xavier Giró i Nieto, Petia Radeva, Mariella Dimiccoli, Duc-Tien Dang-Nguyen, Hideo Joho]",LTA 2017 - The Second Workshop on Lifelogging Tools and Applications.
"[Xintong Han, Zuxuan Wu, Yu-Gang Jiang, Larry S. Davis]",Learning Fashion Compatibility with Bidirectional LSTMs.
"[Jing Han, Zixing Zhang 0001, Maximilian Schmitt, Maja Pantic, Björn W. Schuller]",From Hard to Soft - Towards more Human-like Emotion Recognition by Modelling the Perception Uncertainty.
"[Megan Hardy, Sumanto Pal]",Split Consideration for Foreground and Background Painting Using Artificial Neural Networks.
"[Xiangteng He, Yuxin Peng, Junjie Zhao]",Fine-grained Discriminative Localization via Saliency-guided Faster R-CNN.
"[Keke He, Zhanxiong Wang, Yanwei Fu, Rui Feng, Yu-Gang Jiang, Xiangyang Xue]",Adaptively Weighted Multi-task Deep Network for Person Attribute Classification.
"[Jun-Yan He, Xiao Wu, Yu-Gang Jiang, Bo Zhao, Qiang Peng]",Sketch Recognition with Deep Visual-Sequential Fusion Model.
"[Wen Heng, Tingting Jiang]",Surveillance Video Quality Assessment Based on Face Recognition.
"[Masatoshi Hidaka, Yuichiro Kikura, Yoshitaka Ushiku, Tatsuya Harada]",WebDNN - Fastest DNN Execution Framework on Web Browser.
"[Shintami Chusnul Hidayati, Yi-Ling Chen, Chao-Lung Yang, Kai-Lung Hua]",Popularity Meter - An Influence- and Aesthetics-aware Social Media Popularity Predictor.
"[Ryota Hinami, Yusuke Matsui, Shin&apos;ichi Satoh]",Region-Based Image Retrieval Revisited.
"[Tuan Hoang, Thanh-Toan Do, Dang-Khoa Le Tan, Ngai-Man Cheung]",Selective Deep Convolutional Features for Image Retrieval.
"[Chih-Fan Hsu, Anthony Chen, Cheng-Hsin Hsu, Chun-Ying Huang, Chin-Laung Lei, Kuan-Ta Chen]",Is Foveated Rendering Perceivable in Virtual Reality? - Exploring the Efficiency and Consistency of Quality Assessment Methods.
"[Chih-Chung Hsu, Ying-Chin Lee, Ping-En Lu, Shian-Shin Lu, Hsiao-Ting Lai, Chihg-Chu Huang, Chun Wang, Yang-Jiun Lin, Weng-Tai Su]",Social Media Prediction Based on Residual Learning and Random Forest.
"[Audrey Ziwei Hu, Ryan E. Janzen, Max Hao Lu, Steve Mann]",Liquid Jets as Logic-Computing Fluid-User-Interfaces.
"[Qinghao Hu, Jiaxiang Wu, Jian Cheng, Lifang Wu, Hanqing Lu]",Pseudo Label based Unsupervised Deep Discriminative Hashing for Image Retrieval.
"[Xiaowen Huang, Yuqi Gao, Quan Fang, Jitao Sang, Changsheng Xu]",Towards SMP Challenge - Stacking of Diverse Models for Social Image Popularity Prediction.
"[Jian Huang, Ya Li, Jianhua Tao, Zheng Lian, Zhengqi Wen, Minghao Yang, Jiangyan Yi]",Continuous Multimodal Emotion Prediction Based on Long Short Term Memory Recurrent Neural Network.
"[Zhe Huang, Vamshi Krishna Madaram, Saad Albadrani, Tam V. Nguyen]",Shadow Puppetry with Robotic Arms.
"[Shanshan Huang, Yichao Xiong, Ya Zhang, Jia Wang]",Unsupervised Triplet Hashing for Fast Image Retrieval.
"[Feiran Huang, Xiaoming Zhang, Zhoujun Li, Tao Mei, Yueying He, Zhonghua Zhao]",Learning Social Image Embedding with Deep Multimodal Attention Networks.
"[Jing Huo, Yang Gao 0001, Yinghuan Shi, Hujun Yin]",Variation Robust Cross-Modal Metric Learning for Caricature Recognition.
"[Ilija Ilievski, Jiashi Feng]",Generative Attention Model with Adversarial Self-learning for Visual Question Answering.
"[Xin Ji, Wei Wang, Meihui Zhang, Yang Yang]",Cross-Domain Image Retrieval with Attention Modeling.
"[Shuhui Jiang, Zhengming Ding, Yun Fu]",Deep Low-rank Sparse Collective Factorization for Cross-Domain Recommendation.
"[Xinyang Jiang, Siliang Tang, Yang Yang 0009, Zhou Zhao, Yin Zhang 0006, Fei Wu 0001, Yueting Zhuang]",Detecting Temporal Proposal for Action Localization with Tree-structured Search Policy.
"[Qin Jin, Shizhe Chen, Jia Chen, Alexander G. Hauptmann]",Knowing Yourself - Improving Video Caption via In-depth Recap.
"[Zhiwei Jin, Juan Cao, Han Guo, Yongdong Zhang, Jiebo Luo]",Multimodal Fusion with Recurrent Neural Networks for Rumor Detection on Microblogs.
"[Haojian Jin, Yale Song, Koji Yatani]",ElasticPlay - Interactive Video Summarization with Dynamic Time Budgets.
"[Alexis Joly, Pierre Bonnet, Antoine Affouard, Jean-Christophe Lombardo, Hervé Goëau]",Pl@ntNet - My Business.
"[Dhiraj Joshi, Michele Merler, Quoc-Bao Nguyen, Stephen Hammer, John Kent, John R. Smith, Rogério Schmidt Feris]",IBM High-Five - Highlights From Intelligent Video Engine.
"[Fotis P. Kalaganis, Elisavet Chatzilari, Spiros Nikolopoulos, Nikos Laskaris, Yiannis Kompatsiaris]",A Collaborative Representation Approach to Detecting Error-Related Potentials in SSVEP-BCIs.
"[Baris Kandemir, Zihan Zhou, Jia Li 0001, James Z. Wang]",Beyond Saliency - Assessing Visual Balance with High-level Cues.
"[Isaak Kavasidis, Simone Palazzo, Concetto Spampinato, Daniela Giordano, Mubarak Shah]",Brain2Image - Converting Brain Signals into Images.
"[Conor Keighrey, Ronan Flynn, Siobhan Murray, Sean Brennan, Niall Murray]",Comparing User QoE via Physiological and Interaction Measurements of Immersive AR and VR Speech and Language Therapy Applications.
"[Jaebok Kim, Gwenn Englebienne, Khiet P. Truong, Vanessa Evers]",Deep Temporal Models using Identity Skip-Connections for Speech Emotion Recognition.
"[Jung Uk Kim, Hak Gu Kim, Yong Man Ro]",Robust and Real-Time Visual Tracking with Triplet Convolutional Neural Network.
Jan Willem Kleinrouweler,Using DASH Assisting Network Elements for Optimizing Video Streaming Quality.
"[Jan Willem Kleinrouweler, Fabijan Bajo, Britta Meixner, Sergio Cabrero, Pablo César]",Mobile Instant Video Sharing - Does More Information Help?
